GOterm	disease_n	neutral_n	disease_p	neutral_p	golor	subontology	description
GO2000649	0	6	0.0000	0.0022	-57.6420	biological_process	'regulation of sodium ion transmembrane transporter activity'
GO2000304	0	6	0.0000	0.0022	-57.6420	biological_process	'positive regulation of ceramide biosynthetic process'
GO2000210	0	6	0.0000	0.0022	-57.6420	biological_process	'positive regulation of anoikis'
GO1990351	0	6	0.0000	0.0022	-57.6420	cellular_component	'transporter complex'
GO1903169	0	6	0.0000	0.0022	-57.6420	biological_process	'regulation of calcium ion transmembrane transport'
GO1903051	0	6	0.0000	0.0022	-57.6420	biological_process	'negative regulation of proteolysis involved in cellular protein catabolic process'
GO1902930	0	6	0.0000	0.0022	-57.6420	biological_process	'regulation of alcohol biosynthetic process'
GO1902495	0	6	0.0000	0.0022	-57.6420	cellular_component	'transmembrane transporter complex'
GO1902305	0	6	0.0000	0.0022	-57.6420	biological_process	'regulation of sodium ion transmembrane transport'
GO1901985	0	6	0.0000	0.0022	-57.6420	biological_process	'positive regulation of protein acetylation'
GO1901799	0	6	0.0000	0.0022	-57.6420	biological_process	'negative regulation of proteasomal protein catabolic process'
GO1901163	0	6	0.0000	0.0022	-57.6420	biological_process	'regulation of trophoblast cell migration'
GO1901019	0	6	0.0000	0.0022	-57.6420	biological_process	'regulation of calcium ion transmembrane transporter activity'
GO1900163	0	6	0.0000	0.0022	-57.6420	biological_process	'positive regulation of phospholipid scramblase activity'
GO1900161	0	6	0.0000	0.0022	-57.6420	biological_process	'regulation of phospholipid scramblase activity'
GO0090209	0	6	0.0000	0.0022	-57.6420	biological_process	'negative regulation of triglyceride metabolic process'
GO0090207	0	6	0.0000	0.0022	-57.6420	biological_process	'regulation of triglyceride metabolic process'
GO0090154	0	6	0.0000	0.0022	-57.6420	biological_process	'positive regulation of sphingolipid biosynthetic process'
GO0071826	0	6	0.0000	0.0022	-57.6420	biological_process	'ribonucleoprotein complex subunit organization'
GO0071469	0	6	0.0000	0.0022	-57.6420	biological_process	'cellular response to alkalinity'
GO0071467	0	6	0.0000	0.0022	-57.6420	biological_process	'cellular response to pH'
GO0071377	0	6	0.0000	0.0022	-57.6420	biological_process	'cellular response to glucagon stimulus'
GO0071354	0	6	0.0000	0.0022	-57.6420	biological_process	'cellular response to interleukin-6'
GO0070969	0	6	0.0000	0.0022	-57.6420	cellular_component	'ULK1-ATG13-FIP200 complex'
GO0070741	0	6	0.0000	0.0022	-57.6420	biological_process	'response to interleukin-6'
GO0070102	0	6	0.0000	0.0022	-57.6420	biological_process	'interleukin-6-mediated signaling pathway'
GO0070063	0	6	0.0000	0.0022	-57.6420	molecular_function	'RNA polymerase binding'
GO0061302	0	6	0.0000	0.0022	-57.6420	biological_process	'smooth muscle cell-matrix adhesion'
GO0060697	0	6	0.0000	0.0022	-57.6420	biological_process	'positive regulation of phospholipid catabolic process'
GO0060696	0	6	0.0000	0.0022	-57.6420	biological_process	'regulation of phospholipid catabolic process'
GO0060314	0	6	0.0000	0.0022	-57.6420	biological_process	'regulation of ryanodine-sensitive calcium-release channel activity'
GO0055117	0	6	0.0000	0.0022	-57.6420	biological_process	'regulation of cardiac muscle contraction'
GO0055007	0	6	0.0000	0.0022	-57.6420	biological_process	'cardiac muscle cell differentiation'
GO0051490	0	6	0.0000	0.0022	-57.6420	biological_process	'negative regulation of filopodium assembly'
GO0051451	0	6	0.0000	0.0022	-57.6420	biological_process	'myoblast migration'
GO0051386	0	6	0.0000	0.0022	-57.6420	biological_process	'regulation of neurotrophin TRK receptor signaling pathway'
GO0050904	0	6	0.0000	0.0022	-57.6420	biological_process	'diapedesis'
GO0050901	0	6	0.0000	0.0022	-57.6420	biological_process	'leukocyte tethering or rolling'
GO0050862	0	6	0.0000	0.0022	-57.6420	biological_process	'positive regulation of T cell receptor signaling pathway'
GO0050856	0	6	0.0000	0.0022	-57.6420	biological_process	'regulation of T cell receptor signaling pathway'
GO0046827	0	6	0.0000	0.0022	-57.6420	biological_process	'positive regulation of protein export from nucleus'
GO0046602	0	6	0.0000	0.0022	-57.6420	biological_process	'regulation of mitotic centrosome separation'
GO0046503	0	6	0.0000	0.0022	-57.6420	biological_process	'glycerolipid catabolic process'
GO0046464	0	6	0.0000	0.0022	-57.6420	biological_process	'acylglycerol catabolic process'
GO0046461	0	6	0.0000	0.0022	-57.6420	biological_process	'neutral lipid catabolic process'
GO0046364	0	6	0.0000	0.0022	-57.6420	biological_process	'monosaccharide biosynthetic process'
GO0045980	0	6	0.0000	0.0022	-57.6420	biological_process	'negative regulation of nucleotide metabolic process'
GO0045943	0	6	0.0000	0.0022	-57.6420	biological_process	'positive regulation of transcription from RNA polymerase I promoter'
GO0045721	0	6	0.0000	0.0022	-57.6420	biological_process	'negative regulation of gluconeogenesis'
GO0045638	0	6	0.0000	0.0022	-57.6420	biological_process	'negative regulation of myeloid cell differentiation'
GO0044331	0	6	0.0000	0.0022	-57.6420	biological_process	'cell-cell adhesion mediated by cadherin'
GO0044242	0	6	0.0000	0.0022	-57.6420	biological_process	'cellular lipid catabolic process'
GO0044068	0	6	0.0000	0.0022	-57.6420	biological_process	'modulation by symbiont of host cellular process'
GO0043618	0	6	0.0000	0.0022	-57.6420	biological_process	'regulation of transcription from RNA polymerase II promoter in response to stress'
GO0043583	0	6	0.0000	0.0022	-57.6420	biological_process	'ear development'
GO0043508	0	6	0.0000	0.0022	-57.6420	biological_process	'negative regulation of JUN kinase activity'
GO0043304	0	6	0.0000	0.0022	-57.6420	biological_process	'regulation of mast cell degranulation'
GO0043300	0	6	0.0000	0.0022	-57.6420	biological_process	'regulation of leukocyte degranulation'
GO0043175	0	6	0.0000	0.0022	-57.6420	molecular_function	'RNA polymerase core enzyme binding'
GO0043130	0	6	0.0000	0.0022	-57.6420	molecular_function	'ubiquitin binding'
GO0042220	0	6	0.0000	0.0022	-57.6420	biological_process	'response to cocaine'
GO0042130	0	6	0.0000	0.0022	-57.6420	biological_process	'negative regulation of T cell proliferation'
GO0042100	0	6	0.0000	0.0022	-57.6420	biological_process	'B cell proliferation'
GO0042044	0	6	0.0000	0.0022	-57.6420	biological_process	'fluid transport'
GO0038092	0	6	0.0000	0.0022	-57.6420	biological_process	'nodal signaling pathway'
GO0036332	0	6	0.0000	0.0022	-57.6420	molecular_function	'placental growth factor-activated receptor activity'
GO0036327	0	6	0.0000	0.0022	-57.6420	molecular_function	'VEGF-B-activated receptor activity'
GO0036326	0	6	0.0000	0.0022	-57.6420	molecular_function	'VEGF-A-activated receptor activity'
GO0036323	0	6	0.0000	0.0022	-57.6420	biological_process	'vascular endothelial growth factor receptor-1 signaling pathway'
GO0035426	0	6	0.0000	0.0022	-57.6420	biological_process	'extracellular matrix-cell signaling'
GO0035307	0	6	0.0000	0.0022	-57.6420	biological_process	'positive regulation of protein dephosphorylation'
GO0035306	0	6	0.0000	0.0022	-57.6420	biological_process	'positive regulation of dephosphorylation'
GO0035304	0	6	0.0000	0.0022	-57.6420	biological_process	'regulation of protein dephosphorylation'
GO0035066	0	6	0.0000	0.0022	-57.6420	biological_process	'positive regulation of histone acetylation'
GO0035063	0	6	0.0000	0.0022	-57.6420	biological_process	'nuclear speck organization'
GO0035051	0	6	0.0000	0.0022	-57.6420	biological_process	'cardiocyte differentiation'
GO0034704	0	6	0.0000	0.0022	-57.6420	cellular_component	'calcium channel complex'
GO0034703	0	6	0.0000	0.0022	-57.6420	cellular_component	'cation channel complex'
GO0034702	0	6	0.0000	0.0022	-57.6420	cellular_component	'ion channel complex'
GO0034250	0	6	0.0000	0.0022	-57.6420	biological_process	'positive regulation of cellular amide metabolic process'
GO0034248	0	6	0.0000	0.0022	-57.6420	biological_process	'regulation of cellular amide metabolic process'
GO0034199	0	6	0.0000	0.0022	-57.6420	biological_process	'activation of protein kinase A activity'
GO0033240	0	6	0.0000	0.0022	-57.6420	biological_process	'positive regulation of cellular amine metabolic process'
GO0033238	0	6	0.0000	0.0022	-57.6420	biological_process	'regulation of cellular amine metabolic process'
GO0033129	0	6	0.0000	0.0022	-57.6420	biological_process	'positive regulation of histone phosphorylation'
GO0033127	0	6	0.0000	0.0022	-57.6420	biological_process	'regulation of histone phosphorylation'
GO0033088	0	6	0.0000	0.0022	-57.6420	biological_process	'negative regulation of immature T cell proliferation in thymus'
GO0033087	0	6	0.0000	0.0022	-57.6420	biological_process	'negative regulation of immature T cell proliferation'
GO0033084	0	6	0.0000	0.0022	-57.6420	biological_process	'regulation of immature T cell proliferation in thymus'
GO0033017	0	6	0.0000	0.0022	-57.6420	cellular_component	'sarcoplasmic reticulum membrane'
GO0033007	0	6	0.0000	0.0022	-57.6420	biological_process	'negative regulation of mast cell activation involved in immune response'
GO0033004	0	6	0.0000	0.0022	-57.6420	biological_process	'negative regulation of mast cell activation'
GO0032993	0	6	0.0000	0.0022	-57.6420	cellular_component	'protein-DNA complex'
GO0032792	0	6	0.0000	0.0022	-57.6420	biological_process	'negative regulation of CREB transcription factor activity'
GO0032755	0	6	0.0000	0.0022	-57.6420	biological_process	'positive regulation of interleukin-6 production'
GO0032729	0	6	0.0000	0.0022	-57.6420	biological_process	'positive regulation of interferon-gamma production'
GO0032615	0	6	0.0000	0.0022	-57.6420	biological_process	'interleukin-12 production'
GO0032613	0	6	0.0000	0.0022	-57.6420	biological_process	'interleukin-10 production'
GO0032435	0	6	0.0000	0.0022	-57.6420	biological_process	'negative regulation of proteasomal ubiquitin-dependent protein catabolic process'
GO0032272	0	6	0.0000	0.0022	-57.6420	biological_process	'negative regulation of protein polymerization'
GO0032182	0	6	0.0000	0.0022	-57.6420	molecular_function	'small conjugating protein binding'
GO0032109	0	6	0.0000	0.0022	-57.6420	biological_process	'positive regulation of response to nutrient levels'
GO0032106	0	6	0.0000	0.0022	-57.6420	biological_process	'positive regulation of response to extracellular stimulus'
GO0032059	0	6	0.0000	0.0022	-57.6420	cellular_component	'bleb'
GO0031665	0	6	0.0000	0.0022	-57.6420	biological_process	'negative regulation of lipopolysaccharide-mediated signaling pathway'
GO0031514	0	6	0.0000	0.0022	-57.6420	cellular_component	'motile cilium'
GO0031434	0	6	0.0000	0.0022	-57.6420	molecular_function	'mitogen-activated protein kinase kinase binding'
GO0031058	0	6	0.0000	0.0022	-57.6420	biological_process	'positive regulation of histone modification'
GO0030837	0	6	0.0000	0.0022	-57.6420	biological_process	'negative regulation of actin filament polymerization'
GO0022618	0	6	0.0000	0.0022	-57.6420	biological_process	'ribonucleoprotein complex assembly'
GO0022614	0	6	0.0000	0.0022	-57.6420	biological_process	'membrane to membrane docking'
GO0022406	0	6	0.0000	0.0022	-57.6420	biological_process	'membrane docking'
GO0021933	0	6	0.0000	0.0022	-57.6420	biological_process	'radial glia guided migration of cerebellar granule cell'
GO0021932	0	6	0.0000	0.0022	-57.6420	biological_process	'hindbrain radial glia guided cell migration'
GO0021707	0	6	0.0000	0.0022	-57.6420	biological_process	'cerebellar granule cell differentiation'
GO0021535	0	6	0.0000	0.0022	-57.6420	biological_process	'cell migration in hindbrain'
GO0021533	0	6	0.0000	0.0022	-57.6420	biological_process	'cell differentiation in hindbrain'
GO0019724	0	6	0.0000	0.0022	-57.6420	biological_process	'B cell mediated immunity'
GO0019433	0	6	0.0000	0.0022	-57.6420	biological_process	'triglyceride catabolic process'
GO0019319	0	6	0.0000	0.0022	-57.6420	biological_process	'hexose biosynthetic process'
GO0019054	0	6	0.0000	0.0022	-57.6420	biological_process	'modulation by virus of host process'
GO0017137	0	6	0.0000	0.0022	-57.6420	molecular_function	'Rab GTPase binding'
GO0016239	0	6	0.0000	0.0022	-57.6420	biological_process	'positive regulation of macroautophagy'
GO0016064	0	6	0.0000	0.0022	-57.6420	biological_process	'immunoglobulin mediated immune response'
GO0016042	0	6	0.0000	0.0022	-57.6420	biological_process	'lipid catabolic process'
GO0014912	0	6	0.0000	0.0022	-57.6420	biological_process	'negative regulation of smooth muscle cell migration'
GO0010882	0	6	0.0000	0.0022	-57.6420	biological_process	'regulation of cardiac muscle contraction by calcium ion signaling'
GO0010881	0	6	0.0000	0.0022	-57.6420	biological_process	'regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion'
GO0010880	0	6	0.0000	0.0022	-57.6420	biological_process	'regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum'
GO0010868	0	6	0.0000	0.0022	-57.6420	biological_process	'negative regulation of triglyceride biosynthetic process'
GO0010866	0	6	0.0000	0.0022	-57.6420	biological_process	'regulation of triglyceride biosynthetic process'
GO0010829	0	6	0.0000	0.0022	-57.6420	biological_process	'negative regulation of glucose transport'
GO0010717	0	6	0.0000	0.0022	-57.6420	biological_process	'regulation of epithelial to mesenchymal transition'
GO0010446	0	6	0.0000	0.0022	-57.6420	biological_process	'response to alkalinity'
GO0009299	0	6	0.0000	0.0022	-57.6420	biological_process	'mRNA transcription'
GO0009268	0	6	0.0000	0.0022	-57.6420	biological_process	'response to pH'
GO0008349	0	6	0.0000	0.0022	-57.6420	molecular_function	'MAP kinase kinase kinase kinase activity'
GO0008140	0	6	0.0000	0.0022	-57.6420	molecular_function	'cAMP response element binding protein binding'
GO0007256	0	6	0.0000	0.0022	-57.6420	biological_process	'activation of JNKK activity'
GO0007043	0	6	0.0000	0.0022	-57.6420	biological_process	'cell-cell junction assembly'
GO0007033	0	6	0.0000	0.0022	-57.6420	biological_process	'vacuole organization'
GO0006833	0	6	0.0000	0.0022	-57.6420	biological_process	'water transport'
GO0006641	0	6	0.0000	0.0022	-57.6420	biological_process	'triglyceride metabolic process'
GO0006639	0	6	0.0000	0.0022	-57.6420	biological_process	'acylglycerol metabolic process'
GO0006638	0	6	0.0000	0.0022	-57.6420	biological_process	'neutral lipid metabolic process'
GO0006367	0	6	0.0000	0.0022	-57.6420	biological_process	'transcription initiation from RNA polymerase II promoter'
GO0006356	0	6	0.0000	0.0022	-57.6420	biological_process	'regulation of transcription from RNA polymerase I promoter'
GO0006094	0	6	0.0000	0.0022	-57.6420	biological_process	'gluconeogenesis'
GO0005882	0	6	0.0000	0.0022	-57.6420	cellular_component	'intermediate filament'
GO0005776	0	6	0.0000	0.0022	-57.6420	cellular_component	'autophagic vacuole'
GO0004706	0	6	0.0000	0.0022	-57.6420	molecular_function	'JUN kinase kinase kinase activity'
GO0003383	0	6	0.0000	0.0022	-57.6420	biological_process	'apical constriction'
GO0002886	0	6	0.0000	0.0022	-57.6420	biological_process	'regulation of myeloid leukocyte mediated immunity'
GO0002690	0	6	0.0000	0.0022	-57.6420	biological_process	'positive regulation of leukocyte chemotaxis'
GO0002688	0	6	0.0000	0.0022	-57.6420	biological_process	'regulation of leukocyte chemotaxis'
GO0002687	0	6	0.0000	0.0022	-57.6420	biological_process	'positive regulation of leukocyte migration'
GO0002548	0	6	0.0000	0.0022	-57.6420	biological_process	'monocyte chemotaxis'
GO0002460	0	6	0.0000	0.0022	-57.6420	biological_process	'adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains'
GO0002449	0	6	0.0000	0.0022	-57.6420	biological_process	'lymphocyte mediated immunity'
GO0002026	0	6	0.0000	0.0022	-57.6420	biological_process	'regulation of the force of heart contraction'
GO0001782	0	6	0.0000	0.0022	-57.6420	biological_process	'B cell homeostasis'
GO0001042	0	6	0.0000	0.0022	-57.6420	molecular_function	'RNA polymerase I core binding'
GO0000780	0	6	0.0000	0.0022	-57.6420	cellular_component	'condensed nuclear chromosome, centromeric region'
GO0000779	0	6	0.0000	0.0022	-57.6420	cellular_component	'condensed chromosome, centromeric region'
GO0000775	0	6	0.0000	0.0022	-57.6420	cellular_component	'chromosome, centromeric region'
GO0000245	0	6	0.0000	0.0022	-57.6420	biological_process	'spliceosomal complex assembly'
GO0000185	0	6	0.0000	0.0022	-57.6420	biological_process	'activation of MAPKKK activity'
GO0000045	0	6	0.0000	0.0022	-57.6420	biological_process	'autophagic vacuole assembly'
GO2000777	0	7	0.0000	0.0026	-57.8644	biological_process	'positive regulation of proteasomal ubiquitin-dependent protein catabolic process involved in cellular response to hypoxia'
GO2000670	0	7	0.0000	0.0026	-57.8644	biological_process	'positive regulation of dendritic cell apoptotic process'
GO2000515	0	7	0.0000	0.0026	-57.8644	biological_process	'negative regulation of CD4-positive, alpha-beta T cell activation'
GO2000303	0	7	0.0000	0.0026	-57.8644	biological_process	'regulation of ceramide biosynthetic process'
GO2000188	0	7	0.0000	0.0026	-57.8644	biological_process	'regulation of cholesterol homeostasis'
GO2000108	0	7	0.0000	0.0026	-57.8644	biological_process	'positive regulation of leukocyte apoptotic process'
GO1903019	0	7	0.0000	0.0026	-57.8644	biological_process	'negative regulation of glycoprotein metabolic process'
GO1903018	0	7	0.0000	0.0026	-57.8644	biological_process	'regulation of glycoprotein metabolic process'
GO1903008	0	7	0.0000	0.0026	-57.8644	biological_process	'organelle disassembly'
GO1902115	0	7	0.0000	0.0026	-57.8644	biological_process	'regulation of organelle assembly'
GO1902101	0	7	0.0000	0.0026	-57.8644	biological_process	'positive regulation of metaphase/anaphase transition of cell cycle'
GO1900745	0	7	0.0000	0.0026	-57.8644	biological_process	'positive regulation of p38MAPK cascade'
GO1900744	0	7	0.0000	0.0026	-57.8644	biological_process	'regulation of p38MAPK cascade'
GO0090166	0	7	0.0000	0.0026	-57.8644	biological_process	'Golgi disassembly'
GO0090153	0	7	0.0000	0.0026	-57.8644	biological_process	'regulation of sphingolipid biosynthetic process'
GO0072506	0	7	0.0000	0.0026	-57.8644	biological_process	'trivalent inorganic anion homeostasis'
GO0072341	0	7	0.0000	0.0026	-57.8644	molecular_function	'modified amino acid binding'
GO0071353	0	7	0.0000	0.0026	-57.8644	biological_process	'cellular response to interleukin-4'
GO0071168	0	7	0.0000	0.0026	-57.8644	biological_process	'protein localization to chromatin'
GO0071104	0	7	0.0000	0.0026	-57.8644	biological_process	'response to interleukin-9'
GO0070857	0	7	0.0000	0.0026	-57.8644	biological_process	'regulation of bile acid biosynthetic process'
GO0070670	0	7	0.0000	0.0026	-57.8644	biological_process	'response to interleukin-4'
GO0070669	0	7	0.0000	0.0026	-57.8644	biological_process	'response to interleukin-2'
GO0070244	0	7	0.0000	0.0026	-57.8644	biological_process	'negative regulation of thymocyte apoptotic process'
GO0070243	0	7	0.0000	0.0026	-57.8644	biological_process	'regulation of thymocyte apoptotic process'
GO0070207	0	7	0.0000	0.0026	-57.8644	biological_process	'protein homotrimerization'
GO0070206	0	7	0.0000	0.0026	-57.8644	biological_process	'protein trimerization'
GO0070050	0	7	0.0000	0.0026	-57.8644	biological_process	'neuron cellular homeostasis'
GO0060718	0	7	0.0000	0.0026	-57.8644	biological_process	'chorionic trophoblast cell differentiation'
GO0055062	0	7	0.0000	0.0026	-57.8644	biological_process	'phosphate ion homeostasis'
GO0051488	0	7	0.0000	0.0026	-57.8644	biological_process	'activation of anaphase-promoting complex activity'
GO0051437	0	7	0.0000	0.0026	-57.8644	biological_process	'positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle'
GO0051320	0	7	0.0000	0.0026	-57.8644	biological_process	'S phase'
GO0051220	0	7	0.0000	0.0026	-57.8644	biological_process	'cytoplasmic sequestering of protein'
GO0048554	0	7	0.0000	0.0026	-57.8644	biological_process	'positive regulation of metalloenzyme activity'
GO0048552	0	7	0.0000	0.0026	-57.8644	biological_process	'regulation of metalloenzyme activity'
GO0048024	0	7	0.0000	0.0026	-57.8644	biological_process	'regulation of mRNA splicing, via spliceosome'
GO0046639	0	7	0.0000	0.0026	-57.8644	biological_process	'negative regulation of alpha-beta T cell differentiation'
GO0046636	0	7	0.0000	0.0026	-57.8644	biological_process	'negative regulation of alpha-beta T cell activation'
GO0045842	0	7	0.0000	0.0026	-57.8644	biological_process	'positive regulation of mitotic metaphase/anaphase transition'
GO0045651	0	7	0.0000	0.0026	-57.8644	biological_process	'positive regulation of macrophage differentiation'
GO0045649	0	7	0.0000	0.0026	-57.8644	biological_process	'regulation of macrophage differentiation'
GO0045626	0	7	0.0000	0.0026	-57.8644	biological_process	'negative regulation of T-helper 1 cell differentiation'
GO0045623	0	7	0.0000	0.0026	-57.8644	biological_process	'negative regulation of T-helper cell differentiation'
GO0045581	0	7	0.0000	0.0026	-57.8644	biological_process	'negative regulation of T cell differentiation'
GO0045453	0	7	0.0000	0.0026	-57.8644	biological_process	'bone resorption'
GO0045359	0	7	0.0000	0.0026	-57.8644	biological_process	'positive regulation of interferon-beta biosynthetic process'
GO0045357	0	7	0.0000	0.0026	-57.8644	biological_process	'regulation of interferon-beta biosynthetic process'
GO0045221	0	7	0.0000	0.0026	-57.8644	biological_process	'negative regulation of FasL biosynthetic process'
GO0045219	0	7	0.0000	0.0026	-57.8644	biological_process	'regulation of FasL biosynthetic process'
GO0045070	0	7	0.0000	0.0026	-57.8644	biological_process	'positive regulation of viral genome replication'
GO0043371	0	7	0.0000	0.0026	-57.8644	biological_process	'negative regulation of CD4-positive, alpha-beta T cell differentiation'
GO0043177	0	7	0.0000	0.0026	-57.8644	molecular_function	'organic acid binding'
GO0043125	0	7	0.0000	0.0026	-57.8644	molecular_function	'ErbB-3 class receptor binding'
GO0042119	0	7	0.0000	0.0026	-57.8644	biological_process	'neutrophil activation'
GO0040038	0	7	0.0000	0.0026	-57.8644	biological_process	'polar body extrusion after meiotic divisions'
GO0040020	0	7	0.0000	0.0026	-57.8644	biological_process	'regulation of meiosis'
GO0036230	0	7	0.0000	0.0026	-57.8644	biological_process	'granulocyte activation'
GO0035771	0	7	0.0000	0.0026	-57.8644	biological_process	'interleukin-4-mediated signaling pathway'
GO0034470	0	7	0.0000	0.0026	-57.8644	biological_process	'ncRNA processing'
GO0034453	0	7	0.0000	0.0026	-57.8644	biological_process	'microtubule anchoring'
GO0033206	0	7	0.0000	0.0026	-57.8644	biological_process	'meiotic cytokinesis'
GO0032693	0	7	0.0000	0.0026	-57.8644	biological_process	'negative regulation of interleukin-10 production'
GO0032606	0	7	0.0000	0.0026	-57.8644	biological_process	'type I interferon production'
GO0031952	0	7	0.0000	0.0026	-57.8644	biological_process	'regulation of protein autophosphorylation'
GO0031929	0	7	0.0000	0.0026	-57.8644	biological_process	'TOR signaling'
GO0031406	0	7	0.0000	0.0026	-57.8644	molecular_function	'carboxylic acid binding'
GO0031122	0	7	0.0000	0.0026	-57.8644	biological_process	'cytoplasmic microtubule organization'
GO0019843	0	7	0.0000	0.0026	-57.8644	molecular_function	'rRNA binding'
GO0019100	0	7	0.0000	0.0026	-57.8644	biological_process	'male germ-line sex determination'
GO0018992	0	7	0.0000	0.0026	-57.8644	biological_process	'germ-line sex determination'
GO0017049	0	7	0.0000	0.0026	-57.8644	molecular_function	'GTP-Rho binding'
GO0016597	0	7	0.0000	0.0026	-57.8644	molecular_function	'amino acid binding'
GO0015459	0	7	0.0000	0.0026	-57.8644	molecular_function	'potassium channel regulator activity'
GO0014743	0	7	0.0000	0.0026	-57.8644	biological_process	'regulation of muscle hypertrophy'
GO0010997	0	7	0.0000	0.0026	-57.8644	molecular_function	'anaphase-promoting complex binding'
GO0010611	0	7	0.0000	0.0026	-57.8644	biological_process	'regulation of cardiac muscle hypertrophy'
GO0010561	0	7	0.0000	0.0026	-57.8644	biological_process	'negative regulation of glycoprotein biosynthetic process'
GO0010559	0	7	0.0000	0.0026	-57.8644	biological_process	'regulation of glycoprotein biosynthetic process'
GO0010225	0	7	0.0000	0.0026	-57.8644	biological_process	'response to UV-C'
GO0008608	0	7	0.0000	0.0026	-57.8644	biological_process	'attachment of spindle microtubules to kinetochore'
GO0007542	0	7	0.0000	0.0026	-57.8644	biological_process	'primary sex determination, germ-line'
GO0007538	0	7	0.0000	0.0026	-57.8644	biological_process	'primary sex determination'
GO0007113	0	7	0.0000	0.0026	-57.8644	biological_process	'endomitotic cell cycle'
GO0007092	0	7	0.0000	0.0026	-57.8644	biological_process	'activation of mitotic anaphase-promoting complex activity'
GO0006972	0	7	0.0000	0.0026	-57.8644	biological_process	'hyperosmotic response'
GO0006364	0	7	0.0000	0.0026	-57.8644	biological_process	'rRNA processing'
GO0006352	0	7	0.0000	0.0026	-57.8644	biological_process	'DNA-templated transcription, initiation'
GO0005954	0	7	0.0000	0.0026	-57.8644	cellular_component	'calcium- and calmodulin-dependent protein kinase complex'
GO0005930	0	7	0.0000	0.0026	-57.8644	cellular_component	'axoneme'
GO0005795	0	7	0.0000	0.0026	-57.8644	cellular_component	'Golgi stack'
GO0005791	0	7	0.0000	0.0026	-57.8644	cellular_component	'rough endoplasmic reticulum'
GO0003714	0	7	0.0000	0.0026	-57.8644	molecular_function	'transcription corepressor activity'
GO0003009	0	7	0.0000	0.0026	-57.8644	biological_process	'skeletal muscle contraction'
GO0002763	0	7	0.0000	0.0026	-57.8644	biological_process	'positive regulation of myeloid leukocyte differentiation'
GO0002731	0	7	0.0000	0.0026	-57.8644	biological_process	'negative regulation of dendritic cell cytokine production'
GO0002730	0	7	0.0000	0.0026	-57.8644	biological_process	'regulation of dendritic cell cytokine production'
GO0002704	0	7	0.0000	0.0026	-57.8644	biological_process	'negative regulation of leukocyte mediated immunity'
GO0001786	0	7	0.0000	0.0026	-57.8644	molecular_function	'phosphatidylserine binding'
GO0001672	0	7	0.0000	0.0026	-57.8644	biological_process	'regulation of chromatin assembly or disassembly'
GO0000942	0	7	0.0000	0.0026	-57.8644	cellular_component	'condensed nuclear chromosome outer kinetochore'
GO0000281	0	7	0.0000	0.0026	-57.8644	biological_process	'mitotic cytokinesis'
GO0000084	0	7	0.0000	0.0026	-57.8644	biological_process	'mitotic S phase'
GO2000516	0	8	0.0000	0.0030	-58.0570	biological_process	'positive regulation of CD4-positive, alpha-beta T cell activation'
GO2000060	0	8	0.0000	0.0030	-58.0570	biological_process	'positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process'
GO2000058	0	8	0.0000	0.0030	-58.0570	biological_process	'regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process'
GO1990000	0	8	0.0000	0.0030	-58.0570	biological_process	'amyloid fibril formation'
GO0098536	0	8	0.0000	0.0030	-58.0570	cellular_component	'deuterosome'
GO0098535	0	8	0.0000	0.0030	-58.0570	biological_process	'de novo centriole assembly'
GO0098534	0	8	0.0000	0.0030	-58.0570	biological_process	'centriole assembly'
GO0097435	0	8	0.0000	0.0030	-58.0570	biological_process	'fibril organization'
GO0097156	0	8	0.0000	0.0030	-58.0570	biological_process	'fasciculation of motor neuron axon'
GO0097155	0	8	0.0000	0.0030	-58.0570	biological_process	'fasciculation of sensory neuron axon'
GO0090179	0	8	0.0000	0.0030	-58.0570	biological_process	'planar cell polarity pathway involved in neural tube closure'
GO0090178	0	8	0.0000	0.0030	-58.0570	biological_process	'regulation of establishment of planar polarity involved in neural tube closure'
GO0090162	0	8	0.0000	0.0030	-58.0570	biological_process	'establishment of epithelial cell polarity'
GO0090103	0	8	0.0000	0.0030	-58.0570	biological_process	'cochlea morphogenesis'
GO0070672	0	8	0.0000	0.0030	-58.0570	biological_process	'response to interleukin-15'
GO0070570	0	8	0.0000	0.0030	-58.0570	biological_process	'regulation of neuron projection regeneration'
GO0070566	0	8	0.0000	0.0030	-58.0570	molecular_function	'adenylyltransferase activity'
GO0070436	0	8	0.0000	0.0030	-58.0570	cellular_component	'Grb2-EGFR complex'
GO0070064	0	8	0.0000	0.0030	-58.0570	molecular_function	'proline-rich region binding'
GO0060707	0	8	0.0000	0.0030	-58.0570	biological_process	'trophoblast giant cell differentiation'
GO0060545	0	8	0.0000	0.0030	-58.0570	biological_process	'positive regulation of necroptotic process'
GO0060544	0	8	0.0000	0.0030	-58.0570	biological_process	'regulation of necroptotic process'
GO0060026	0	8	0.0000	0.0030	-58.0570	biological_process	'convergent extension'
GO0055081	0	8	0.0000	0.0030	-58.0570	biological_process	'anion homeostasis'
