#GO	N_DIS	TOT_DIS	PERC_DIS	N_NEU	TOT_NEU	PERC	NEU	LOG_ODDS	DESCRIPTION
GO:0030695	1	65	1.54	16	389	4.11	0.37	-1.42	(MF) GTPase regulator activity
GO:0060589	1	65	1.54	16	389	4.11	0.37	-1.42	(MF) nucleoside-triphosphatase regulator activity
GO:0004709	1	65	1.54	15	389	3.86	0.40	-1.33	(MF) MAP kinase kinase kinase activity
GO:0030234	2	65	3.08	30	389	7.71	0.40	-1.33	(MF) enzyme regulator activity
GO:0010648	1	65	1.54	14	389	3.60	0.43	-1.23	(BP) negative regulation of cell communication
GO:0000287	4	65	6.15	54	389	13.88	0.44	-1.17	(MF) magnesium ion binding
GO:0000187	1	65	1.54	13	389	3.34	0.46	-1.12	(BP) activation of MAPK activity
GO:0035467	1	65	1.54	13	389	3.34	0.46	-1.12	(BP) negative regulation of signaling pathway
GO:0006996	3	65	4.62	37	389	9.51	0.49	-1.04	(BP) organelle organization
GO:0004697	1	65	1.54	12	389	3.08	0.50	-1.00	(MF) protein kinase C activity
GO:0005815	1	65	1.54	12	389	3.08	0.50	-1.00	(CC) microtubule organizing center
GO:0046914	1	65	1.54	12	389	3.08	0.50	-1.00	(MF) transition metal ion binding
GO:0080134	2	65	3.08	23	389	5.91	0.52	-0.94	(BP) regulation of response to stress
GO:0051252	2	65	3.08	22	389	5.66	0.54	-0.88	(BP) regulation of RNA metabolic process
GO:0004674	28	65	43.08	295	389	75.84	0.57	-0.82	(MF) protein serine/threonine kinase activity
GO:0006355	2	65	3.08	21	389	5.40	0.57	-0.81	(BP) regulation of transcription, DNA-dependent
GO:0006917	2	65	3.08	21	389	5.40	0.57	-0.81	(BP) induction of apoptosis
GO:0012502	2	65	3.08	21	389	5.40	0.57	-0.81	(BP) induction of programmed cell death
GO:0071841	4	65	6.15	42	389	10.80	0.57	-0.81	(BP) cellular component organization or biogenesis at cellular level
GO:0071842	4	65	6.15	42	389	10.80	0.57	-0.81	(BP) cellular component organization at cellular level
GO:0002682	1	65	1.54	10	389	2.57	0.60	-0.74	(BP) regulation of immune system process
GO:0009607	1	65	1.54	10	389	2.57	0.60	-0.74	(BP) response to biotic stimulus
GO:0048583	3	65	4.62	30	389	7.71	0.60	-0.74	(BP) regulation of response to stimulus
GO:0044430	2	65	3.08	19	389	4.88	0.63	-0.67	(CC) cytoskeletal part
GO:0051301	2	65	3.08	19	389	4.88	0.63	-0.67	(BP) cell division
GO:0051704	2	65	3.08	19	389	4.88	0.63	-0.67	(BP) multi-organism process
GO:0080135	2	65	3.08	19	389	4.88	0.63	-0.67	(BP) regulation of cellular response to stress
GO:0005739	1	65	1.54	9	389	2.31	0.66	-0.59	(CC) mitochondrion
GO:0016787	1	65	1.54	9	389	2.31	0.66	-0.59	(MF) hydrolase activity
GO:0019900	2	65	3.08	18	389	4.63	0.66	-0.59	(MF) kinase binding
GO:0030029	1	65	1.54	9	389	2.31	0.66	-0.59	(BP) actin filament-based process
GO:0030036	1	65	1.54	9	389	2.31	0.66	-0.59	(BP) actin cytoskeleton organization
GO:0043122	1	65	1.54	9	389	2.31	0.66	-0.59	(BP) regulation of I-kappaB kinase/NF-kappaB cascade
GO:0043123	1	65	1.54	9	389	2.31	0.66	-0.59	(BP) positive regulation of I-kappaB kinase/NF-kappaB cascade
GO:0043408	2	65	3.08	18	389	4.63	0.66	-0.59	(BP) regulation of MAPKKK cascade
GO:0044451	1	65	1.54	9	389	2.31	0.66	-0.59	(CC) nucleoplasm part
GO:0051348	1	65	1.54	9	389	2.31	0.66	-0.59	(BP) negative regulation of transferase activity
GO:0030154	3	65	4.62	26	389	6.68	0.69	-0.53	(BP) cell differentiation
GO:0043065	3	65	4.62	26	389	6.68	0.69	-0.53	(BP) positive regulation of apoptosis
GO:0043226	16	65	24.62	136	389	34.96	0.70	-0.51	(CC) organelle
GO:0043229	16	65	24.62	136	389	34.96	0.70	-0.51	(CC) intracellular organelle
GO:0006915	4	65	6.15	33	389	8.48	0.73	-0.46	(BP) apoptosis
GO:0012501	4	65	6.15	33	389	8.48	0.73	-0.46	(BP) programmed cell death
GO:0043227	13	65	20.00	107	389	27.51	0.73	-0.46	(CC) membrane-bounded organelle
GO:0043228	4	65	6.15	33	389	8.48	0.73	-0.46	(CC) non-membrane-bounded organelle
GO:0043231	13	65	20.00	107	389	27.51	0.73	-0.46	(CC) intracellular membrane-bounded organelle
GO:0043232	4	65	6.15	33	389	8.48	0.73	-0.46	(CC) intracellular non-membrane-bounded organelle
GO:0005634	10	65	15.38	82	389	21.08	0.73	-0.45	(CC) nucleus
GO:0006469	1	65	1.54	8	389	2.06	0.75	-0.42	(BP) negative regulation of protein kinase activity
GO:0006810	2	65	3.08	16	389	4.11	0.75	-0.42	(BP) transport
GO:0008624	1	65	1.54	8	389	2.06	0.75	-0.42	(BP) induction of apoptosis by extracellular signals
GO:0030054	1	65	1.54	8	389	2.06	0.75	-0.42	(CC) cell junction
GO:0033673	1	65	1.54	8	389	2.06	0.75	-0.42	(BP) negative regulation of kinase activity
GO:0042995	1	65	1.54	8	389	2.06	0.75	-0.42	(CC) cell projection
GO:0046907	1	65	1.54	8	389	2.06	0.75	-0.42	(BP) intracellular transport
GO:0051234	2	65	3.08	16	389	4.11	0.75	-0.42	(BP) establishment of localization
GO:0044092	2	65	3.08	15	389	3.86	0.80	-0.33	(BP) negative regulation of molecular function
GO:0016043	7	65	10.77	52	389	13.37	0.81	-0.31	(BP) cellular component organization
GO:0071840	7	65	10.77	52	389	13.37	0.81	-0.31	(BP) cellular component organization or biogenesis
GO:0044424	34	65	52.31	248	389	63.75	0.82	-0.29	(CC) intracellular part
GO:0007243	8	65	12.31	58	389	14.91	0.83	-0.28	(BP) intracellular protein kinase cascade
GO:0023014	8	65	12.31	58	389	14.91	0.83	-0.28	(BP) signal transmission via phosphorylation event
GO:0023060	8	65	12.31	58	389	14.91	0.83	-0.28	(BP) signal transmission
GO:0002684	1	65	1.54	7	389	1.80	0.85	-0.23	(BP) positive regulation of immune system process
GO:0004693	3	65	4.62	21	389	5.40	0.85	-0.23	(MF) cyclin-dependent protein kinase activity
GO:0005654	3	65	4.62	21	389	5.40	0.85	-0.23	(CC) nucleoplasm
GO:0007010	2	65	3.08	14	389	3.60	0.85	-0.23	(BP) cytoskeleton organization
GO:0008022	1	65	1.54	7	389	1.80	0.85	-0.23	(MF) protein C-terminus binding
GO:0008047	1	65	1.54	7	389	1.80	0.85	-0.23	(MF) enzyme activator activity
GO:0008270	1	65	1.54	7	389	1.80	0.85	-0.23	(MF) zinc ion binding
GO:0016055	1	65	1.54	7	389	1.80	0.85	-0.23	(BP) Wnt receptor signaling pathway
GO:0043405	3	65	4.62	21	389	5.40	0.85	-0.23	(BP) regulation of MAP kinase activity
GO:0048471	1	65	1.54	7	389	1.80	0.85	-0.23	(CC) perinuclear region of cytoplasm
GO:0071900	4	65	6.15	28	389	7.20	0.85	-0.23	(BP) regulation of protein serine/threonine kinase activity
GO:0010942	4	65	6.15	27	389	6.94	0.89	-0.17	(BP) positive regulation of cell death
GO:0043068	4	65	6.15	27	389	6.94	0.89	-0.17	(BP) positive regulation of programmed cell death
GO:0004715	5	65	7.69	33	389	8.48	0.91	-0.14	(MF) non-membrane spanning protein tyrosine kinase activity
GO:0023046	9	65	13.85	59	389	15.17	0.91	-0.13	(BP) signaling process
GO:0004683	2	65	3.08	13	389	3.34	0.92	-0.12	(MF) calmodulin-dependent protein kinase activity
GO:0006464	53	65	81.54	344	389	88.43	0.92	-0.12	(BP) protein modification process
GO:0006468	53	65	81.54	344	389	88.43	0.92	-0.12	(BP) protein phosphorylation
GO:0006793	53	65	81.54	344	389	88.43	0.92	-0.12	(BP) phosphorus metabolic process
GO:0006796	53	65	81.54	344	389	88.43	0.92	-0.12	(BP) phosphate metabolic process
GO:0008152	54	65	83.08	352	389	90.49	0.92	-0.12	(BP) metabolic process
GO:0016310	53	65	81.54	344	389	88.43	0.92	-0.12	(BP) phosphorylation
GO:0019538	53	65	81.54	345	389	88.69	0.92	-0.12	(BP) protein metabolic process
GO:0043170	54	65	83.08	351	389	90.23	0.92	-0.12	(BP) macromolecule metabolic process
GO:0043412	53	65	81.54	344	389	88.43	0.92	-0.12	(BP) macromolecule modification
GO:0044237	54	65	83.08	352	389	90.49	0.92	-0.12	(BP) cellular metabolic process
GO:0044238	54	65	83.08	351	389	90.23	0.92	-0.12	(BP) primary metabolic process
GO:0044260	54	65	83.08	351	389	90.23	0.92	-0.12	(BP) cellular macromolecule metabolic process
GO:0044267	53	65	81.54	345	389	88.69	0.92	-0.12	(BP) cellular protein metabolic process
GO:0004672	60	65	92.31	381	389	97.94	0.94	-0.09	(MF) protein kinase activity
GO:0016773	60	65	92.31	381	389	97.94	0.94	-0.09	(MF) phosphotransferase activity, alcohol group as acceptor
GO:0003824	61	65	93.85	381	389	97.94	0.96	-0.06	(MF) catalytic activity
GO:0009987	58	65	89.23	363	389	93.32	0.96	-0.06	(BP) cellular process
GO:0016301	61	65	93.85	381	389	97.94	0.96	-0.06	(MF) kinase activity
GO:0016740	61	65	93.85	381	389	97.94	0.96	-0.06	(MF) transferase activity
GO:0016772	61	65	93.85	381	389	97.94	0.96	-0.06	(MF) transferase activity, transferring phosphorus-containing groups
GO:0001882	64	65	98.46	386	389	99.23	0.99	-0.01	(MF) nucleoside binding
GO:0001883	64	65	98.46	386	389	99.23	0.99	-0.01	(MF) purine nucleoside binding
GO:0005515	44	65	67.69	265	389	68.12	0.99	-0.01	(MF) protein binding
GO:0005524	64	65	98.46	386	389	99.23	0.99	-0.01	(MF) ATP binding
GO:0030554	64	65	98.46	386	389	99.23	0.99	-0.01	(MF) adenyl nucleotide binding
GO:0032559	64	65	98.46	386	389	99.23	0.99	-0.01	(MF) adenyl ribonucleotide binding
GO:0000165	2	65	3.08	12	389	3.08	1.00	-0.00	(BP) MAPKKK cascade
GO:0003674	65	65	100.00	389	389	100.00	1.00	0.00	(MF) molecular_function
GO:0006139	4	65	6.15	24	389	6.17	1.00	-0.00	(BP) nucleobase, nucleoside, nucleotide and nucleic acid metabolic process
GO:0008150	63	65	96.92	378	389	97.17	1.00	-0.00	(BP) biological_process
GO:0009890	1	65	1.54	6	389	1.54	1.00	-0.00	(BP) negative regulation of biosynthetic process
GO:0016071	1	65	1.54	6	389	1.54	1.00	-0.00	(BP) mRNA metabolic process
GO:0030111	1	65	1.54	6	389	1.54	1.00	-0.00	(BP) regulation of Wnt receptor signaling pathway
GO:0031327	1	65	1.54	6	389	1.54	1.00	-0.00	(BP) negative regulation of cellular biosynthetic process
GO:0044419	2	65	3.08	12	389	3.08	1.00	-0.00	(BP) interspecies interaction between organisms
GO:0051276	1	65	1.54	6	389	1.54	1.00	-0.00	(BP) chromosome organization
GO:0090304	4	65	6.15	24	389	6.17	1.00	-0.00	(BP) nucleic acid metabolic process
GO:0000166	65	65	100.00	386	389	99.23	1.01	0.01	(MF) nucleotide binding
GO:0005488	65	65	100.00	386	389	99.23	1.01	0.01	(MF) binding
GO:0017076	65	65	100.00	386	389	99.23	1.01	0.01	(MF) purine nucleotide binding
GO:0032553	65	65	100.00	386	389	99.23	1.01	0.01	(MF) ribonucleotide binding
GO:0032555	65	65	100.00	386	389	99.23	1.01	0.01	(MF) purine ribonucleotide binding
GO:0005057	6	65	9.23	35	389	9.00	1.03	0.04	(MF) receptor signaling protein activity
GO:0006974	3	65	4.62	17	389	4.37	1.06	0.08	(BP) response to DNA damage stimulus
GO:0019899	5	65	7.69	28	389	7.20	1.07	0.10	(MF) enzyme binding
GO:0044428	7	65	10.77	39	389	10.03	1.07	0.10	(CC) nuclear part
GO:0005003	2	65	3.08	11	389	2.83	1.09	0.12	(MF) ephrin receptor activity
GO:0009719	2	65	3.08	11	389	2.83	1.09	0.12	(BP) response to endogenous stimulus
GO:0043086	2	65	3.08	11	389	2.83	1.09	0.12	(BP) negative regulation of catalytic activity
GO:0042803	3	65	4.62	16	389	4.11	1.12	0.17	(MF) protein homodimerization activity
GO:0044446	12	65	18.46	63	389	16.20	1.14	0.19	(CC) intracellular organelle part
GO:0033554	5	65	7.69	26	389	6.68	1.15	0.20	(BP) cellular response to stress
GO:0005575	60	65	92.31	304	389	78.15	1.18	0.24	(CC) cellular_component
GO:0044464	60	65	92.31	303	389	77.89	1.19	0.24	(CC) cell part
GO:0004703	1	65	1.54	5	389	1.29	1.20	0.26	(MF) G-protein coupled receptor kinase activity
GO:0005856	3	65	4.62	15	389	3.86	1.20	0.26	(CC) cytoskeleton
GO:0006259	2	65	3.08	10	389	2.57	1.20	0.26	(BP) DNA metabolic process
GO:0006350	2	65	3.08	10	389	2.57	1.20	0.26	(BP) transcription
GO:0006952	1	65	1.54	5	389	1.29	1.20	0.26	(BP) defense response
GO:0007275	3	65	4.62	15	389	3.86	1.20	0.26	(BP) multicellular organismal development
GO:0009058	4	65	6.15	20	389	5.14	1.20	0.26	(BP) biosynthetic process
GO:0009725	2	65	3.08	10	389	2.57	1.20	0.26	(BP) response to hormone stimulus
GO:0015031	1	65	1.54	5	389	1.29	1.20	0.26	(BP) protein transport
GO:0016604	1	65	1.54	5	389	1.29	1.20	0.26	(CC) nuclear body
GO:0032844	1	65	1.54	5	389	1.29	1.20	0.26	(BP) regulation of homeostatic process
GO:0032870	2	65	3.08	10	389	2.57	1.20	0.26	(BP) cellular response to hormone stimulus
GO:0042770	2	65	3.08	10	389	2.57	1.20	0.26	(BP) signal transduction in response to DNA damage
GO:0043406	3	65	4.62	15	389	3.86	1.20	0.26	(BP) positive regulation of MAP kinase activity
GO:0044249	4	65	6.15	20	389	5.14	1.20	0.26	(BP) cellular biosynthetic process
GO:0044432	1	65	1.54	5	389	1.29	1.20	0.26	(CC) endoplasmic reticulum part
GO:0045184	1	65	1.54	5	389	1.29	1.20	0.26	(BP) establishment of protein localization
GO:0045732	1	65	1.54	5	389	1.29	1.20	0.26	(BP) positive regulation of protein catabolic process
GO:0051051	1	65	1.54	5	389	1.29	1.20	0.26	(BP) negative regulation of transport
GO:0051427	1	65	1.54	5	389	1.29	1.20	0.26	(MF) hormone receptor binding
GO:0060828	1	65	1.54	5	389	1.29	1.20	0.26	(BP) regulation of canonical Wnt receptor signaling pathway
GO:0071495	2	65	3.08	10	389	2.57	1.20	0.26	(BP) cellular response to endogenous stimulus
GO:0044422	13	65	20.00	64	389	16.45	1.22	0.28	(CC) organelle part
GO:0022402	7	65	10.77	34	389	8.74	1.23	0.30	(BP) cell cycle process
GO:0006807	5	65	7.69	24	389	6.17	1.25	0.32	(BP) nitrogen compound metabolic process
GO:0006950	10	65	15.38	48	389	12.34	1.25	0.32	(BP) response to stress
GO:0034641	5	65	7.69	24	389	6.17	1.25	0.32	(BP) cellular nitrogen compound metabolic process
GO:0009059	4	65	6.15	19	389	4.88	1.26	0.33	(BP) macromolecule biosynthetic process
GO:0034645	4	65	6.15	19	389	4.88	1.26	0.33	(BP) cellular macromolecule biosynthetic process
GO:0043167	25	65	38.46	119	389	30.59	1.26	0.33	(MF) ion binding
GO:0043169	25	65	38.46	119	389	30.59	1.26	0.33	(MF) cation binding
GO:0046872	25	65	38.46	119	389	30.59	1.26	0.33	(MF) metal ion binding
GO:0051716	8	65	12.31	38	389	9.77	1.26	0.33	(BP) cellular response to stimulus
GO:0048869	6	65	9.23	28	389	7.20	1.28	0.36	(BP) cellular developmental process
GO:0044444	25	65	38.46	114	389	29.31	1.31	0.39	(CC) cytoplasmic part
GO:0008219	8	65	12.31	36	389	9.25	1.33	0.41	(BP) cell death
GO:0016265	8	65	12.31	36	389	9.25	1.33	0.41	(BP) death
GO:0018108	2	65	3.08	9	389	2.31	1.33	0.41	(BP) peptidyl-tyrosine phosphorylation
GO:0018212	2	65	3.08	9	389	2.31	1.33	0.41	(BP) peptidyl-tyrosine modification
GO:0051649	2	65	3.08	9	389	2.31	1.33	0.41	(BP) establishment of localization in cell
GO:0009966	9	65	13.85	40	389	10.28	1.35	0.43	(BP) regulation of signal transduction
GO:0023051	9	65	13.85	40	389	10.28	1.35	0.43	(BP) regulation of signaling process
GO:0050789	47	65	72.31	208	389	53.47	1.35	0.44	(BP) regulation of biological process
GO:0065007	48	65	73.85	210	389	53.98	1.37	0.45	(BP) biological regulation
GO:0007165	26	65	40.00	113	389	29.05	1.38	0.46	(BP) signal transduction
GO:0050794	47	65	72.31	204	389	52.44	1.38	0.46	(BP) regulation of cellular process
GO:0010627	6	65	9.23	26	389	6.68	1.38	0.47	(BP) regulation of intracellular protein kinase cascade
GO:0042981	9	65	13.85	39	389	10.03	1.38	0.47	(BP) regulation of apoptosis
GO:0010556	10	65	15.38	43	389	11.05	1.39	0.48	(BP) regulation of macromolecule biosynthetic process
GO:0005829	15	65	23.08	64	389	16.45	1.40	0.49	(CC) cytosol
GO:0071902	4	65	6.15	17	389	4.37	1.41	0.49	(BP) positive regulation of protein serine/threonine kinase activity
GO:0016020	13	65	20.00	54	389	13.88	1.44	0.53	(CC) membrane
GO:0023034	22	65	33.85	91	389	23.39	1.45	0.53	(BP) intracellular signaling pathway
GO:0045449	7	65	10.77	29	389	7.46	1.44	0.53	(BP) regulation of transcription
GO:0005516	4	65	6.15	16	389	4.11	1.50	0.58	(MF) calmodulin binding
GO:0005789	1	65	1.54	4	389	1.03	1.50	0.58	(CC) endoplasmic reticulum membrane
GO:0006446	1	65	1.54	4	389	1.03	1.50	0.58	(BP) regulation of translational initiation
GO:0006886	1	65	1.54	4	389	1.03	1.50	0.58	(BP) intracellular protein transport
GO:0007017	1	65	1.54	4	389	1.03	1.50	0.58	(BP) microtubule-based process
GO:0009611	1	65	1.54	4	389	1.03	1.50	0.58	(BP) response to wounding
GO:0010468	10	65	15.38	40	389	10.28	1.50	0.58	(BP) regulation of gene expression
GO:0010558	1	65	1.54	4	389	1.03	1.50	0.58	(BP) negative regulation of macromolecule biosynthetic process
GO:0010608	2	65	3.08	8	389	2.06	1.50	0.58	(BP) posttranscriptional regulation of gene expression
GO:0010941	10	65	15.38	40	389	10.28	1.50	0.58	(BP) regulation of cell death
GO:0016070	2	65	3.08	8	389	2.06	1.50	0.58	(BP) RNA metabolic process
GO:0019221	1	65	1.54	4	389	1.03	1.50	0.58	(BP) cytokine-mediated signaling pathway
GO:0022603	1	65	1.54	4	389	1.03	1.50	0.58	(BP) regulation of anatomical structure morphogenesis
GO:0030162	1	65	1.54	4	389	1.03	1.50	0.58	(BP) regulation of proteolysis
GO:0032434	1	65	1.54	4	389	1.03	1.50	0.58	(BP) regulation of proteasomal ubiquitin-dependent protein catabolic process
GO:0032436	1	65	1.54	4	389	1.03	1.50	0.58	(BP) positive regulation of proteasomal ubiquitin-dependent protein catabolic process
GO:0034621	1	65	1.54	4	389	1.03	1.50	0.58	(BP) cellular macromolecular complex subunit organization
GO:0034622	1	65	1.54	4	389	1.03	1.50	0.58	(BP) cellular macromolecular complex assembly
GO:0043067	10	65	15.38	40	389	10.28	1.50	0.58	(BP) regulation of programmed cell death
GO:0044427	1	65	1.54	4	389	1.03	1.50	0.58	(CC) chromosomal part
GO:0045862	1	65	1.54	4	389	1.03	1.50	0.58	(BP) positive regulation of proteolysis
GO:0061136	1	65	1.54	4	389	1.03	1.50	0.58	(BP) regulation of proteasomal protein catabolic process
GO:0065009	13	65	20.00	52	389	13.37	1.50	0.58	(BP) regulation of molecular function
GO:0070887	3	65	4.62	12	389	3.08	1.50	0.58	(BP) cellular response to chemical stimulus
GO:0071844	1	65	1.54	4	389	1.03	1.50	0.58	(BP) cellular component assembly at cellular level
GO:2000112	10	65	15.38	40	389	10.28	1.50	0.58	(BP) regulation of cellular macromolecule biosynthetic process
GO:0019222	23	65	35.38	91	389	23.39	1.51	0.60	(BP) regulation of metabolic process
GO:0009889	12	65	18.46	47	389	12.08	1.53	0.61	(BP) regulation of biosynthetic process
GO:0031326	12	65	18.46	47	389	12.08	1.53	0.61	(BP) regulation of cellular biosynthetic process
GO:0051338	10	65	15.38	39	389	10.03	1.53	0.62	(BP) regulation of transferase activity
GO:0005886	7	65	10.77	27	389	6.94	1.55	0.63	(CC) plasma membrane
GO:0035466	15	65	23.08	57	389	14.65	1.57	0.66	(BP) regulation of signaling pathway
GO:0043549	10	65	15.38	38	389	9.77	1.57	0.66	(BP) regulation of kinase activity
GO:0045859	10	65	15.38	38	389	9.77	1.57	0.66	(BP) regulation of protein kinase activity
GO:0035556	22	65	33.85	83	389	21.34	1.59	0.67	(BP) intracellular signal transduction
GO:0031323	23	65	35.38	86	389	22.11	1.60	0.68	(BP) regulation of cellular metabolic process
GO:0060255	19	65	29.23	71	389	18.25	1.60	0.68	(BP) regulation of macromolecule metabolic process
GO:0019219	10	65	15.38	37	389	9.51	1.62	0.69	(BP) regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process
GO:0032991	10	65	15.38	37	389	9.51	1.62	0.69	(CC) macromolecular complex
GO:0010033	5	65	7.69	18	389	4.63	1.66	0.73	(BP) response to organic substance
GO:0050790	13	65	20.00	47	389	12.08	1.66	0.73	(BP) regulation of catalytic activity
GO:0006281	2	65	3.08	7	389	1.80	1.71	0.77	(BP) DNA repair
GO:0008092	2	65	3.08	7	389	1.80	1.71	0.77	(MF) cytoskeletal protein binding
GO:0009896	2	65	3.08	7	389	1.80	1.71	0.77	(BP) positive regulation of catabolic process
GO:0010565	2	65	3.08	7	389	1.80	1.71	0.77	(BP) regulation of cellular ketone metabolic process
GO:0080090	21	65	32.31	72	389	18.51	1.75	0.80	(BP) regulation of primary metabolic process
GO:0008283	5	65	7.69	17	389	4.37	1.76	0.82	(BP) cell proliferation
GO:0031090	5	65	7.69	17	389	4.37	1.76	0.82	(CC) organelle membrane
GO:0023033	41	65	63.08	138	389	35.48	1.78	0.83	(BP) signaling pathway
GO:0023052	41	65	63.08	138	389	35.48	1.78	0.83	(BP) signaling
GO:0007346	3	65	4.62	10	389	2.57	1.80	0.84	(BP) regulation of mitotic cell cycle
GO:0031329	3	65	4.62	10	389	2.57	1.80	0.84	(BP) regulation of cellular catabolic process
GO:0033043	3	65	4.62	10	389	2.57	1.80	0.84	(BP) regulation of organelle organization
GO:0050896	24	65	36.92	80	389	20.57	1.80	0.84	(BP) response to stimulus
GO:0071310	3	65	4.62	10	389	2.57	1.80	0.84	(BP) cellular response to organic substance
GO:0019220	13	65	20.00	43	389	11.05	1.81	0.86	(BP) regulation of phosphate metabolic process
GO:0042325	13	65	20.00	43	389	11.05	1.81	0.86	(BP) regulation of phosphorylation
GO:0043234	10	65	15.38	33	389	8.48	1.81	0.86	(CC) protein complex
GO:0046777	10	65	15.38	33	389	8.48	1.81	0.86	(BP) protein autophosphorylation
GO:0051174	13	65	20.00	43	389	11.05	1.81	0.86	(BP) regulation of phosphorus metabolic process
GO:0018193	7	65	10.77	23	389	5.91	1.82	0.87	(BP) peptidyl-amino acid modification
GO:0044093	11	65	16.92	36	389	9.25	1.83	0.87	(BP) positive regulation of molecular function
GO:0048519	15	65	23.08	49	389	12.60	1.83	0.87	(BP) negative regulation of biological process
GO:0010564	4	65	6.15	13	389	3.34	1.84	0.88	(BP) regulation of cell cycle process
GO:0022414	4	65	6.15	13	389	3.34	1.84	0.88	(BP) reproductive process
GO:0007169	9	65	13.85	28	389	7.20	1.92	0.94	(BP) transmembrane receptor protein tyrosine kinase signaling pathway
GO:0051726	8	65	12.31	25	389	6.43	1.92	0.94	(BP) regulation of cell cycle
GO:0048523	15	65	23.08	46	389	11.83	1.95	0.96	(BP) negative regulation of cellular process
GO:0051171	12	65	18.46	37	389	9.51	1.94	0.96	(BP) regulation of nitrogen compound metabolic process
GO:0000077	2	65	3.08	6	389	1.54	1.99	1.00	(BP) DNA damage checkpoint
GO:0000079	2	65	3.08	6	389	1.54	1.99	1.00	(BP) regulation of cyclin-dependent protein kinase activity
GO:0000226	1	65	1.54	3	389	0.77	1.99	1.00	(BP) microtubule cytoskeleton organization
GO:0000307	1	65	1.54	3	389	0.77	1.99	1.00	(CC) cyclin-dependent protein kinase holoenzyme complex
GO:0001932	7	65	10.77	21	389	5.40	1.99	1.00	(BP) regulation of protein phosphorylation
GO:0004694	1	65	1.54	3	389	0.77	1.99	1.00	(MF) eukaryotic translation initiation factor 2alpha kinase activity
GO:0004713	29	65	44.62	87	389	22.37	1.99	1.00	(MF) protein tyrosine kinase activity
GO:0005625	1	65	1.54	3	389	0.77	1.99	1.00	(CC) soluble fraction
GO:0005768	2	65	3.08	6	389	1.54	1.99	1.00	(CC) endosome
GO:0006140	1	65	1.54	3	389	0.77	1.99	1.00	(BP) regulation of nucleotide metabolic process
GO:0006417	2	65	3.08	6	389	1.54	1.99	1.00	(BP) regulation of translation
GO:0006935	1	65	1.54	3	389	0.77	1.99	1.00	(BP) chemotaxis
GO:0006979	1	65	1.54	3	389	0.77	1.99	1.00	(BP) response to oxidative stress
GO:0007265	4	65	6.15	12	389	3.08	1.99	1.00	(BP) Ras protein signal transduction
GO:0008277	1	65	1.54	3	389	0.77	1.99	1.00	(BP) regulation of G-protein coupled receptor protein signaling pathway
GO:0008629	1	65	1.54	3	389	0.77	1.99	1.00	(BP) induction of apoptosis by intracellular signals
GO:0008630	1	65	1.54	3	389	0.77	1.99	1.00	(BP) DNA damage response, signal transduction resulting in induction of apoptosis
GO:0010008	1	65	1.54	3	389	0.77	1.99	1.00	(CC) endosome membrane
GO:0010605	3	65	4.62	9	389	2.31	1.99	1.00	(BP) negative regulation of macromolecule metabolic process
GO:0016023	1	65	1.54	3	389	0.77	1.99	1.00	(CC) cytoplasmic membrane-bounded vesicle
GO:0017124	1	65	1.54	3	389	0.77	1.99	1.00	(MF) SH3 domain binding
GO:0031331	2	65	3.08	6	389	1.54	1.99	1.00	(BP) positive regulation of cellular catabolic process
GO:0031398	1	65	1.54	3	389	0.77	1.99	1.00	(BP) positive regulation of protein ubiquitination
GO:0031410	1	65	1.54	3	389	0.77	1.99	1.00	(CC) cytoplasmic vesicle
GO:0031570	2	65	3.08	6	389	1.54	1.99	1.00	(BP) DNA integrity checkpoint
GO:0031982	1	65	1.54	3	389	0.77	1.99	1.00	(CC) vesicle
GO:0031988	1	65	1.54	3	389	0.77	1.99	1.00	(CC) membrane-bounded vesicle
GO:0032583	1	65	1.54	3	389	0.77	1.99	1.00	(BP) regulation of gene-specific transcription
GO:0035173	1	65	1.54	3	389	0.77	1.99	1.00	(MF) histone kinase activity
GO:0042176	2	65	3.08	6	389	1.54	1.99	1.00	(BP) regulation of protein catabolic process
GO:0042330	1	65	1.54	3	389	0.77	1.99	1.00	(BP) taxis
GO:0043066	4	65	6.15	12	389	3.08	1.99	1.00	(BP) negative regulation of apoptosis
GO:0043069	4	65	6.15	12	389	3.08	1.99	1.00	(BP) negative regulation of programmed cell death
GO:0043254	1	65	1.54	3	389	0.77	1.99	1.00	(BP) regulation of protein complex assembly
GO:0043623	1	65	1.54	3	389	0.77	1.99	1.00	(BP) cellular protein complex assembly
GO:0044440	1	65	1.54	3	389	0.77	1.99	1.00	(CC) endosomal part
GO:0045786	3	65	4.62	9	389	2.31	1.99	1.00	(BP) negative regulation of cell cycle
GO:0045893	1	65	1.54	3	389	0.77	1.99	1.00	(BP) positive regulation of transcription, DNA-dependent
GO:0046903	1	65	1.54	3	389	0.77	1.99	1.00	(BP) secretion
GO:0048584	3	65	4.62	9	389	2.31	1.99	1.00	(BP) positive regulation of response to stimulus
GO:0051254	1	65	1.54	3	389	0.77	1.99	1.00	(BP) positive regulation of RNA metabolic process
GO:0051340	1	65	1.54	3	389	0.77	1.99	1.00	(BP) regulation of ligase activity
GO:0051438	1	65	1.54	3	389	0.77	1.99	1.00	(BP) regulation of ubiquitin-protein ligase activity
